,smiles,dipole
130674,O=C(CO)N1CC1CO,3.679
130675,O=C(CO)C1NC1CO,3.6238
130676,O=C(CO)C1OC1CO,1.8474
130677,CC(C)(C)C1CC1CO,1.3531
130678,CC(C)(C)C1NC1CO,1.9229
130679,CC(C)(C)C1OC1CO,1.8848
130680,CC(C)(C)N1CC1CO,1.2219
130681,CC(C)(O)C1CC1CO,3.0985
130682,CC(C)(O)C1NC1CO,3.1236
130683,CC(C)(O)C1OC1CO,2.5153
130684,CCC1CC1C(C)(C)C,0.0574
130685,CCC1CC1C(C)(C)O,1.366
130686,CCC1OC1C(C)(C)C,1.6288
130687,CCC1OC1C(C)(C)O,2.6055
130688,CCC1CC1C(C)C=O,2.8272
130689,CCC1CC1C(O)C=O,2.384
130690,CCC1CC1N(C)C=O,3.8402
130691,CCC1CN1C(C)C=O,2.8039
130692,CCC1NC1C(O)C=O,2.3982
130693,CCC1OC1C(C)C=O,3.0179
130694,CCC1OC1C(O)C=O,1.847
130695,CCN1CC1C(C)C=O,1.833
130696,CCN1CC1C(O)C=O,2.4413
130697,CN(C=O)C1CC1CO,3.8676
130698,COC1CC1C(C)C=O,3.6741
130699,COC1CC1C(O)C=O,1.746
130700,COC1CC1N(C)C=O,4.4987
130701,O=CC(O)C1CC1CO,3.1762
130702,OCC1NC1C1COC1,1.4691
130703,OCC1OC1C1CCC1,2.1625
130704,OCC1OC1C1CCO1,2.8834
130705,OCC1OC1C1COC1,0.5421
130706,CC#CCC1CC1CO,1.2267
130707,CC#CCC1NC1CO,2.3125
130708,CC#CCC1OC1CO,2.0433
130709,CC#CCN1CC1CO,1.5401
130710,CC#CCC1CC1CC,0.1134
130711,CC#CCN1CC1CC,1.6942
130712,CC#CCC1OC1CC,1.5509
130713,CC#CCC1CN1CC,1.0484
130714,CC#CCC1CC1OC,1.1647
130715,CC(=O)CC1CC1CO,1.8991
130716,CC(=O)CC1NC1CO,1.5465
130717,CC(=O)CC1OC1CO,2.9224
130718,CC(=O)CN1CC1CO,1.9798
130719,CC(=O)NC1CC1CO,3.0502
130720,CC(=O)OC1CC1CO,2.6975
130721,CCC1CC1CC(C)=O,2.7782
130722,CCC1CC1CC(N)=O,3.8287
130723,CCC1CC1NC(C)=O,3.2715
130724,CCC1CC1NC(N)=O,3.3436
130725,CCC1CC1OC(C)=O,1.786
130726,CCC1CC1OC(N)=O,2.26
130727,CCC1CN1CC(C)=O,2.8972
130728,CCC1CN1CC(N)=O,3.7475
130729,CCC1NC1CC(C)=O,2.0714
130730,CCC1NC1CC(N)=O,4.1366
130731,CCC1NC1CC(=O)O,6.0166
130732,CCC1OC1CC(C)=O,3.4287
130733,CCC1OC1CC(N)=O,3.5729
130734,CCN1CC1CC1CO1,2.5688
130735,CCN1CC1CN1CC1,1.8606
130736,COC1CC1CC1CC1,1.0347
130737,COC1CC1CC1CO1,1.2742
130738,COC1CC1CN1CC1,1.4816
130739,COC1CC1OC1CC1,1.4205
130740,OCC1CC1CC1CC1,1.3271
130741,OCC1CC1CC1CO1,2.5225
130742,OCC1CC1CN1CC1,1.605
130743,OCC1CC1OC1CC1,2.7668
130744,OCC1CN1CC1CC1,2.1414
130745,OCC1CN1CC1CN1,3.2821
130746,OCC1CN1CC1CO1,2.69
130747,OCC1NC1CC1CC1,2.2624
130748,OCC1NC1CC1CO1,1.0376
130749,OCC1NC1CN1CC1,1.2453
130750,OCC1OC1CC1CC1,2.0384
130751,OCC1OC1CC1CO1,2.0972
130752,OCC1OC1CN1CC1,1.5826
130753,COC1CC1OCC#N,4.0564
130754,N#CCCC1CC1CO,3.2402
130755,C#CCOC1CC1CO,2.6691
130756,N#CCOC1CC1CO,2.7207
130757,C#CCCN1CC1CO,2.448
130758,N#CCCN1CC1CO,4.7835
130759,C#CCCC1NC1CO,2.0986
130760,N#CCCC1NC1CO,4.4732
130761,C#CCCC1OC1CO,1.5332
130762,Nc1cnc(F)c(O)c1,2.9544
130763,Nc1cnc(F)c(F)c1,4.5336
130764,Nc1cnc(O)c(F)n1,3.131
130765,Nc1cnc(F)c(O)n1,4.2493
130766,Nc1cnc(F)c(F)n1,3.9303
130767,Nc1cnc(F)cc1N,4.6066
130768,Nc1cnc(O)cc1F,1.9804
130769,Nc1cnc(F)cc1O,4.0262
130770,Nc1cnc(F)cc1F,3.3577
130771,Nc1cnc(F)nc1N,5.1604
130772,Nc1cnc(O)nc1F,2.8446
130773,Nc1cnc(F)nc1O,3.9897
130774,Nc1cnc(F)nc1F,4.4941
130775,Nc1nc(O)ccc1F,1.5004
130776,Nc1nc(F)ccc1O,3.7437
130777,Nc1nc(F)ccc1F,2.0717
130778,Nc1nc(O)cnc1F,3.2898
130779,Nc1nc(F)cnc1O,2.6929
130780,Nc1nc(F)cnc1F,2.3484
130781,Nc1nc(O)ncc1F,1.9949
130782,NC(=O)CCNC=O,2.0381
130783,N=COCCC(N)=O,2.7405
130784,NC(=O)CCOC=O,4.7049
130785,NC(=O)CNCC=O,5.6204
130786,NC(=O)COCC=O,3.3685
130787,NC(=O)NCCC=O,4.5672
130788,CN=C1COC(=O)N1,2.7007
130789,CN1CC1C(=O)CO,2.0605
130790,CNC(=O)C1CC1C,3.2941
130791,CNC(=O)C1CC1O,4.4249
130792,CNC(=O)C1CN1C,2.7604
130793,CNC(=O)C1NC1C,4.5398
130794,CC1CCC2CCC12,0.1762
130795,c1cncc[nH]cnc1,2.2219
130796,CC(C#N)CCNC=O,3.5414
130797,CC(C#N)CCOC=N,5.5698
130798,C#CC(C)CCOC=O,3.9676
130799,CC(C#N)CCOC=O,4.5851
130800,CC(C#N)CNCC=O,1.9986
130801,C#CC(C)COCC=O,2.1804
130802,CC(C#N)COCC=O,1.6102
130803,CC(C#N)NCCC=O,2.6055
130804,C#CC(C)OCCC=O,2.6578
130805,CC(C#N)OCCC=O,2.7601
130806,N#CC(N)CCNC=O,6.3715
130807,N#CC(N)CCOC=N,4.7008
130808,N#CC(N)CCOC=O,4.1443
130809,C#CC(O)CCCC=O,3.2324
130810,N#CC1(O)C2CCOC21,5.0438
130811,N#CC1(O)C2COCC21,2.8548
130812,N#CC1(O)C2OCOC21,3.3439
130813,CC1(C)C(=O)C=CC1=O,1.3389
130814,CC1(O)C(=O)C=CC1=O,2.6542
130815,CC1(C)C(=N)OC12CC2,2.5225
130816,CC1(C)C(=O)CC12CC2,2.6023
130817,CC1(C)C(=O)CC12CN2,2.5713
130818,CC1(C)C(=O)CC12CO2,2.1206
130819,CC1(C)C(=O)NC12CC2,3.5219
130820,CC1(C)C(=O)OC12CC2,4.0115
130821,CC1(N)C(=O)OC12CC2,3.0105
130822,CC1(O)C(=N)NC12CC2,2.5526
130823,CC1(O)C(=N)OC12CC2,1.5738
130824,CC1(O)C(=O)CC12CC2,1.9283
130825,CC1(O)C(=O)CC12CN2,2.0597
130826,CC1(O)C(=O)CC12CO2,2.1524
130827,CC1(O)C(=O)NC12CC2,2.5772
130828,CC1(O)C(=O)OC12CC2,3.4635
130829,CC1(C)C(=N)OCC1=O,1.0352
130830,CC1(C)C(=O)CCC1=O,1.4929
130831,CC1(C)C(=O)CNC1=O,2.0838
130832,CC1(C)C(=O)COC1=O,1.5286
130833,CC1(O)C(=N)NCC1=O,4.6516
130834,CC1(O)C(=N)OCC1=O,2.7756
130835,CC1(O)C(=O)CCC1=O,3.6236
130836,C#CC12CC(CC1O)O2,2.0376
130837,CC12CN3CC1C32CO,2.0974
130838,CC12OC3CC1C32CO,2.6056
130839,CCC12C3CC1C2(C)C3,0.4649
130840,CCC12C3CC1C2(O)C3,0.9015
130841,CCC12C3CC1C2(C)O3,1.845
130842,CCC12C3CN1C2(C)C3,1.5653
130843,CCC12C3CN1CC32C,1.6999
130844,CCC12C3CN1CC32O,1.9478
130845,CCC12C3CC1(C)C2O3,1.9997
130846,CCC12C3CC1(O)C2O3,0.8564
130847,CNC12C3CC1(O)C2O3,0.9774
130848,COC12C3CC1C2(C)C3,0.9253
130849,COC12C3CC1C2(O)C3,1.9405
130850,COC12C3CC1C2(C)O3,2.2787
130851,COC12C3CC1(O)C2N3,1.6151
130852,COC12C3CC1(C)C2O3,1.1197
130853,COC12C3CC1(O)C2O3,0.4362
130854,OCC12C3CC1C2(O)C3,0.5311
130855,OCC12C3CN1CC32O,2.6038
130856,OCC12C3CC1(O)C2O3,1.9959
130857,CCC12C3CC1CC2C3,0.3551
130858,CCC12C3CC1OC2C3,1.8961
130859,CCC12C3CN1CC2O3,1.0134
130860,C1CC2N3C1C21CCC31,1.7865
130861,C1CC2C3C1C21CCN31,1.4191
130862,C1OC2C3C1C21CCN31,0.496
130863,CC12CN=C3C(O)C1N32,2.5337
130864,CC1C2=CCC3(C)C2C13,0.996
130865,CC1C2=CCC3(O)C2C13,0.6286
130866,CC1C2=CCC3(C)C2N13,0.7081
130867,CN1C2=NCC3(N)C2C13,3.0665
130868,CN1C2=NCC3(O)C2C13,4.023
130869,OC1C2=CCC3(O)C2C13,2.2425
130870,CC1(O)CC1,1.3822
130871,CC1(C)C2OC1C2CO,3.1369
130872,CC1(O)C2CC1C2CO,2.0401
130873,COC1CCC2(C)CC12,1.1294
130874,COC1CCC2(C)NC12,1.9324
130875,C#CC(O)C#CCCC,1.9732
130876,CCCC#CC(O)C#N,4.3867
130877,OCCCC(O)C1CN1,2.7185
130878,OCCCC(O)C1CO1,2.2117
130879,C1=CC2Cn3ncc1c32,3.2312
130880,C1=CC2Cn3nnc1c32,4.6856
130881,c1n[nH]c2c1C1CC2C1,2.8786
130882,C1C2CC1c1[nH]nnc12,4.9104
130883,c1noc2c1C1CC2C1,3.8685
130884,c1cc2n(n1)C1CC2C1,3.1467
130885,c1nnn2c1C1CC2C1,5.5139
130886,c1nc2n(n1)C1CC2C1,3.9917
130887,c1[nH]nc2c1C1CC2C1,1.8758
130888,C1C2CC1c1n[nH]nc12,1.4621
130889,c1onc2c1C1CC2C1,3.8437
130890,C1C2CC1c1nonc12,5.1427
130891,c1n[nH]c2c1C1CC1C2,2.6666
130892,c1n[nH]c2c1N1CC1C2,3.4664
130893,c1noc2c1C1CC1C2,3.5765
130894,c1noc2c1N1CC1C2,3.3409
130895,C1c2[nH]nnc2C2CC12,4.7316
130896,CC(=O)Cn1nccn1,2.573
130897,CC(=O)Cn1ncnn1,4.5654
130898,CC(=O)Cn1nnnn1,6.7222
130899,Cc1[nH]ncc1CC#N,3.0717
130900,Cc1oncc1CC#N,2.7219
130901,Cc1[nH]nnc1CC#N,3.9719
130902,Cc1onnc1CC#N,2.1528
130903,Cc1cn[nH]c1CC#N,3.7724
130904,Cc1nn[nH]c1CC#N,3.8834
130905,CCCOc1nn[nH]n1,0.6111
130906,CCCOc1ccon1,1.784
130907,CCCOc1ncon1,0.7075
130908,CN=c1[nH]cnn1C=O,6.3163
130909,CN=c1[nH]cn[nH]c1=N,3.8054
130910,CN=c1[nH]cn[nH]c1=O,5.1011
130911,c1nncc2n[nH]cc12,6.3141
130912,c1cc2nn[nH]cc-2n1,3.0119
130913,c1cnc2c[nH]nc2c1,1.4293
130914,c1cnc2n[nH]cc2n1,2.6577
130915,c1nc2c[nH]nnc-2n1,5.4468
130916,NC(=O)n1ncc(N)n1,3.8428
130917,NC(=O)n1ncc(O)n1,2.5876
130918,NC(=O)n1nccc1N,1.0119
130919,Nc1onnc1OC=O,4.3202
130920,Nc1cnoc1OC=O,3.5845
130921,Nc1nnoc1OC=O,2.2848
130922,Nc1nonc1CCO,5.2259
130923,Nc1nonc1N1CC1,4.424
130924,C#CC(=O)c1ncon1,2.4338
130925,C#CC(=O)c1cnon1,1.5797
130926,C#Cc1nocnc1=O,2.0662
130927,N#Cc1nocnc1=O,4.7993
130928,O=c1onc2n1CCN2,7.0446
130929,O=c1onc2n1CCO2,6.4656
130930,C#Cc1noc(C=O)n1,2.8279
130931,N#Cc1noc(C=O)n1,2.3602
130932,O=CCOc1cn[nH]c1,3.0382
130933,O=CCOc1c[nH]nn1,4.9831
130934,O=CCOc1cnoc1,1.0311
130935,O=CCOc1conn1,2.7632
130936,O=CCOc1ncno1,0.4855
130937,O=CCOc1cc[nH]n1,4.3913
130938,O=COCc1conn1,1.2658
130939,O=COCc1ncn[nH]1,1.7844
130940,Oc1nnn2c1C=CC2,3.4359
130941,Oc1cnn2c1CC=C2,1.3567
130942,O=CCn1cnc(O)n1,2.6639
130943,O=CCn1ncc(O)n1,1.4797
130944,N=c1onc(O)c(=O)o1,3.5353
130945,Oc1noc(C2CC2)n1,3.5612
130946,Oc1noc(C2CN2)n1,2.3017
130947,N=c1occc(F)c1F,4.0733
130948,N=c1ocnc(O)c1F,4.0869
130949,N=c1ocnc(F)c1O,1.6852
130950,CC12OC1CC2O,1.987
130951,CC1CC2CC12C,0.3243
130952,CC1CC2CC12O,1.1359
130953,C1CCCC1,0.001
130954,C1CCOC1,1.465
130955,C1COCO1,1.3482
130956,CCC12CCC1O2,1.7879
130957,COC12CCC1C2,0.8862
130958,COC12COC1C2,2.1144
130959,N=c1cccc(N)o1,4.6664
130960,Nc1cccc(=O)[nH]1,5.4369
130961,Nc1cccc(=O)o1,5.2785
130962,COCC(C)(O)C#N,5.056
130963,CC(C)(C=O)CCO,3.3664
130964,CC(O)(C=O)CCO,4.0316
130965,CC(=O)CCC(C)C,2.5631
130966,CC(C)CCC(N)=O,3.3858
130967,CC(=O)NCC(C)C,3.4701
130968,CC1=CCOC(C)C1,1.2436
130969,CC1=CCCC(C)C1,0.1754
130970,CC1=NCCC(C)O1,1.9314
130971,C#CC(O)(CC)CO,2.0379
130972,CCC(O)(C#N)CO,2.7371
130973,CNC(C)(C#N)CN,3.8426
130974,CCC(O)C#N,3.3465
130975,CNC(C)C#N,4.4075
130976,C#CC(C)OC,1.41
130977,COC(C)C#N,3.2128
130978,N#CC(N)CO,4.5745
130979,N#CC(N)CN,4.8739
130980,COC(N)=NCC=O,1.0215
130981,C#CC#CC(C)CO,1.4974
130982,CC(C#CC#N)CO,5.0312
130983,O=C1NCCNC1=O,6.9042
130984,O=C1NCCOC1=O,6.7076
130985,O=C1OCCOC1=O,5.8405
130986,COC1CC2OC12C,2.5739
130987,O=CC1COC1CO,3.6071
130988,CCC1CCC1CC,0.1126
130989,CCC1CCC1CO,1.345
130990,CCC1CCC1OC,0.9836
130991,CN1C(C#N)C1C#N,4.4648
130992,C#CC1C(N)C1C#N,3.0774
130993,N#CC1C(N)C1C#N,5.5536
130994,C#CC1C(O)C1C#C,1.0131
130995,N#Cc1cc[nH]c1N,6.0434
130996,C#CC1N=CNC1=N,3.8449
130997,C#CC1C=CCC1=O,2.6788
130998,N#CC1C=CCC1=O,5.2657
130999,CCN1CCOC1=O,4.771
131000,CNC1CCOC1=O,4.4567
131001,COC1CCCC1=O,2.375
131002,COC1CCNC1=O,2.8153
131003,CC1N2CCC12CO,1.9765
131004,CCC12CCC1C2C,0.2218
131005,CCC12CCC1C2O,1.2772
131006,CCC12COC1C2C,1.8099
131007,O=C1C(=O)C2CC1N2,5.1609
131008,O=C1C(=O)C2CC1O2,4.2002
131009,CC1=C(C)C2CC1C2,0.1656
131010,CC1=C(C)C2CC1O2,1.9431
131011,CC1=CC2OC2C1O,1.99
131012,CC1=CC2CC2C1C,0.2879
131013,CC1=CC2NC2C1C,1.3504
131014,CC1=CC2OC2C1C,1.9838
131015,C1=CC23CCC2(C1)C3,0.2899
131016,C1=NC23CCC2(C3)O1,1.3083
131017,C1=CC23CC2(C1)CO3,1.9525
131018,C1=CC23CCC2(C1)N3,1.7799
131019,COC1OCC2OC21,2.5282
131020,OCC1CCC2CC12,1.1769
131021,OCC1CCC2CN12,0.9142
131022,OCC1CCC2NC12,1.6879
131023,CC1C2C(O)C1C2O,1.4236
131024,CC1C2C(O)C1N2C,0.8882
131025,CN1C2C(O)C1C2O,2.4807
131026,OC1C2C(O)C1C2O,2.982
131027,C1CN2C3C4C(C32)N14,0.1759
131028,C1CN2C3C4C1C4C32,1.2522
131029,C1OC2C3C2N2C1C32,0.9005
131030,C1OC2C3C4C1C4C23,1.5542
131031,Cc1[nH]nnc1CO,3.7855
131032,Cc1onnc1CO,2.81
131033,Cc1cn[nH]c1CO,3.7859
131034,Cc1nn[nH]c1CO,5.61
131035,Nc1[nH]ncc1CO,2.5225
131036,Nc1oncc1CO,2.7444
131037,Nc1[nH]nnc1CO,4.445
131038,C#CCOc1cocn1,0.4192
131039,N#CCCc1cc[nH]c1,5.998
131040,N#CCCc1c[nH]cn1,7.2667
131041,N#CCCc1ccoc1,3.6452
131042,C#Cc1cc(O)[nH]c1N,1.7229
131043,N#Cc1cc(O)[nH]c1N,5.327
131044,C#Cc1nc(O)[nH]c1N,3.0083
131045,N#Cc1nc(O)[nH]c1N,6.228
131046,C#Cc1nc(O)oc1N,1.8916
131047,N#Cc1nc(O)oc1N,4.6426
131048,C#Cc1cc(N)[nH]c1N,2.074
131049,C#Cc1cc(N)oc1N,2.5268
131050,N=c1[nH]c(O)cnc1O,3.3143
131051,N=c1oc(O)cnc1O,2.3655
131052,O=c1oc(O)cnc1O,2.5293
131053,N=c1oc(O)ncc1O,3.0038
131054,Cc1cc(=O)[nH]cc1O,4.7868
131055,Cc1cc(=O)occ1N,5.8283
131056,Cc1cc(=O)occ1O,4.9549
131057,Cc1c[nH]c(N)cc1=O,6.5951
131058,Nc1c[nH]cc(N)c1=O,5.4428
131059,N=c1c(N)c[nH]cc1O,5.5385
131060,Nc1c[nH]cc(O)c1=O,6.6412
131061,Nc1cocc(N)c1=O,2.9047
131062,C#Cc1cc(O)cn1C,0.8847
131063,Cn1cc(O)cc1C#N,3.3545
131064,C#Cc1nc(O)cn1C,2.8511
131065,Cn1cc(O)nc1C#N,4.2695
131066,Cn1cccc1CC#N,3.331
131067,C#CCc1nccn1C,3.4888
131068,Cn1ccnc1CC#N,3.9359
131069,C#CCc1cncn1C,3.6237
131070,OCC#Cc1cocn1,0.9023
131071,CCC(=O)c1ccc[nH]1,1.8135
131072,CCC(=O)c1ccco1,2.9896
131073,CCC(=O)c1cnc[nH]1,0.4301
131074,CNCc1ncc(N)o1,3.4111
131075,COCc1ccc(C)[nH]1,1.7759
131076,COCc1ccc(C)o1,0.8626
131077,COCc1ccc(N)[nH]1,1.0462
131078,C#CC#CC1C2CCN12,1.4988
131079,C#CC#CC1C2COC12,2.2455
131080,N#CC#CC1C2CCC12,5.7998
131081,N#CC#CC1C2CCN12,4.4408
131082,N#CC#CC1C2COC12,6.226
131083,C#CC#CC1CC1C#C,1.2829
131084,C#CC#CC1CC1C#N,4.0597
131085,C#CC#CC1NC1C#C,1.8734
131086,C#CC12CC3CC1C2C3,1.1208
131087,C#CC12CC3CC1C2O3,1.2667
131088,C#CC12CC3CC1N2C3,2.0918
131089,C#CC12CC3OC1C2O3,0.8182
131090,C#CC12CCC3CC1N32,2.0151
131091,C#CC12CCC3CN1C32,2.1884
131092,C#CC12CCC3OC1C32,1.3789
131093,C#CC12COC3CC1C32,1.3131
131094,C#CC1CC12CCCO2,1.3082
131095,C#CC1CC12CCOC2,0.9773
131096,C#CC1CC12COCO2,0.6815
131097,C#CC1NC12CCCC2,1.8909
131098,C1CC1C1(C2CC2)CO1,1.7488
131099,C1CC1C1(C2CN2)CO1,2.0764
131100,C1CC1C1(C2CO2)CO1,2.5915
131101,C1OC1C1(N2CC2)CC1,1.6098
131102,C1=C(C2CC2)CCCC1,0.2149
131103,C1=C(C2CC2)COCC1,1.2855
131104,C1=C(C2CC2)CCOC1,1.394
131105,C1CN=C(C2CC2)OC1,1.6139
131106,N#CC1=CC(=O)C2OC12,2.0288
131107,O=C1C=C2C3C1C1C3N21,3.737
131108,O=C1C=C2C3C1C1C2N31,2.2027
131109,O=C1C=C2C3C1N1C2C31,3.8157
131110,C#CCC12CC(=O)C1C2,2.9894
131111,C#CCC12CC(=O)N1C2,3.5448
131112,C#CCC12CC(=O)C1N2,3.6236
131113,C#CCC12CC(=O)C1O2,2.861
131114,O=C1CC23CCCC12O3,3.2681
131115,O=C1CC23COCC12N3,2.2164
131116,O=C1CC23COCC12O3,2.2405
131117,O=C1NC23CCCC12C3,3.7856
131118,O=C1NC23CCC2CC13,3.7788
131119,O=C1NC23CCC2OC13,4.5279
131120,O=C1NC23COC2CC13,2.2729
131121,O=C1OC23CCC2CC13,4.3456
131122,O=C1CC2C3CCC1C32,2.8756
131123,O=C1CC2C3CCC1N32,2.5312
131124,O=C1CC2C3CCN1C32,3.5936
131125,O=C1CC2C3COC1C32,3.9377
131126,O=C1NC2C(=O)CC2O1,3.6483
131127,O=C1OC2CC(=O)C2O1,4.8404
131128,O=C1CC2C(=O)CN2C1,1.311
131129,O=C1CC2NC(=O)C2C1,4.2131
131130,O=C1OC2CC12C1CO1,4.3207
131131,O=C1CC2C=CCC1O2,2.006
131132,O=C1NC2C=CCC1C2,3.5151
131133,O=C1CC2OC2C12CC2,2.7218
131134,N=C1OC2CC3C1OC23,3.6313
131135,N=C1OC2CN3C1CC23,2.8205
131136,O=C1NC2CC3COC132,4.7324
131137,O=C1OC2CC3CCC132,4.4166
131138,O=C1OC2CC3CNC132,4.9456
131139,O=C1C=C2C=CCC2C1,4.5856
131140,N=C1CC2C=CCC2O1,3.2801
131141,N=C1OC2C=CCC2O1,4.5415
131142,O=C1CC2C=CCC2N1,3.9134
131143,O=C1CC2CC=CC2O1,4.6583
131144,O=C1CC2N=COC2O1,3.3763
131145,O=C1CC2N=COC2C1,2.8328
131146,O=C1NC2C=CCC2O1,5.0066
131147,O=C1NC2C=CCC2N1,4.2098
131148,O=C1NC2CC=CC2O1,5.215
131149,O=C1OC2C=CCC2O1,5.4346
131150,N=C1NC2CN=COC12,3.2455
131151,N=C1OC2CC=CCC12,2.6494
131152,N=C1OC2CN=COC12,2.547
131153,O=C1CC2CC=CCC12,2.8303
131154,O=C1CC2CC=CCN12,3.7557
131155,O=C1CC2CN=COC12,2.3738
131156,O=C1CC2OC=NCC12,3.2645
131157,O=C1CN2CC=CCC12,2.5159
131158,O=C1NC2CC=CCC12,3.6132
131159,O=C1NC2CN=COC12,3.7472
131160,O=C1OC2CC=CCC12,4.0988
131161,O=C1OC2CN=CNC12,3.7375
131162,O=C1OC2CN=COC12,3.7171
131163,N=C1CC2CCC(=O)N12,5.6896
131164,N=C1CC2CNC(=O)N12,6.305
131165,N=C1CC2COC(=N)N12,4.2062
131166,N=C1CC2COC(=O)N12,4.8441
131167,N=C1CCC2CC(=O)N12,5.6506
131168,N=C1NCC2CC(=O)N12,6.043
131169,N=C1OC2CCC(=O)C12,4.0067
131170,N=C1OC2CNC(=O)C12,5.1441
131171,N=C1OCC2OC(=N)C12,4.1875
131172,N=C1OC2COC(=O)C12,4.9402
131173,N=C1OCC2CC(=O)C12,4.8309
131174,N=C1OCC2CC(=O)N12,5.489
131175,N=C1OCC2NC(=O)C12,5.6855
131176,N=C1OCC2OC(=O)C12,4.8145
131177,O=C1CCC2CC(=O)C12,4.6191
131178,O=C1CCC2CC(=O)N12,5.7827
131179,COc1ccc(C)[nH]1,1.069
131180,CCC(C)(C)C(C)C,0.0842
131181,CC1(C)COC(N)=N1,1.4112
131182,CC(=O)NCC1CO1,1.9843
131183,CC#CC1CN1CC,1.4705
131184,N=COC(=O)C1CC1,1.5379
131185,CC(O)C1CCC1=NO,1.2473
131186,N=c1[nH]cc(C2CC2)o1,3.4243
131187,N=COc1ncncn1,2.7907
131188,CC1CCC(=N)O1,3.2588
131189,Cc1c(O)ncoc1=N,2.7283
131190,Nc1ncn(C=O)c1N,4.5196
131191,C#Cc1[nH]cc(N)c1N,1.4106
131192,C#CC#CC,1.1881
131193,CC#CC#N,5.1545
131194,CC#CC=O,3.783
131195,CC#CCO,1.2486
131196,CC#CCC,0.078
131197,CN=COC,2.9091
131198,C#CCCC,0.7752
131199,CCCC#N,4.0641
131200,CNCC#N,4.1469
131201,C#CCOC,1.3623
131202,COCC#N,4.5445
131203,C#CCCO,1.3892
131204,N#CCCO,3.7158
131205,CCCC=O,2.7552
131206,CCNC=O,3.694
131207,CCOC=O,4.0425
131208,COCC=O,2.7959
131209,O=CCCO,1.4229
131210,CC(O)C1COC1,2.5319
131211,CC(C)C1CC1C,0.115
131212,CC(C)C1CC1O,1.3865
131213,CC(C)C1CN1C,1.2522
131214,CC(C)C1OC1C,1.758
131215,CC(C)N1CC1C,1.1577
131216,CC(O)C1CC1C,1.4171
131217,CC(O)C1CC1O,2.7316
131218,CC(O)C1CN1C,1.3809
131219,CC(O)C1NC1C,2.2061
131220,CNc1ccc(C)n1C,1.3278
131221,CNc1ccc(N)n1C,1.0208
131222,CNc1ccc(O)n1C,0.1203
131223,CNc1cnc(O)n1C,2.1585
131224,CNc1ncc(O)n1C,2.0784
131225,COc1ccc(C)n1C,1.2558
131226,COc1ccc(N)n1C,0.4057
131227,COc1ccc(O)n1C,0.2091
131228,COc1cnc(C)n1C,3.1615
131229,COc1cnc(O)n1C,2.5525
131230,COc1ncc(C)n1C,2.485
131231,COc1ncc(N)n1C,1.9997
131232,COc1ncc(O)n1C,1.6396
131233,Cc1ccc(CO)cc1,1.3166
131234,Cc1ccc(CO)nc1,0.7144
131235,Cc1cnc(CO)cn1,1.3425
131236,Cc1cnc(CO)nc1,1.7472
131237,Cc1ccc(CO)cn1,0.9818
131238,Cc1ncc(CO)cn1,3.0625
131239,Cc1cnc(CO)cn1,1.3425
131240,CCc1ccc(C)cc1,0.078
131241,CCc1ccc(N)cc1,1.4832
131242,CCc1ccc(O)cc1,1.2421
131243,CCc1ccc(C)nc1,1.896
131244,CCc1cnc(C)cn1,0.0868
131245,CCc1cnc(C)nc1,2.0698
131246,CCc1ccc(N)nc1,1.8088
131247,CCc1cnc(N)cn1,1.6137
131248,CCc1cnc(N)nc1,0.7631
131249,CCc1ccc(O)nc1,1.4037
131250,CCc1cnc(O)cn1,1.1606
131251,CCc1cnc(O)nc1,2.7971
131252,CCc1ccc(C)cn1,1.9089
131253,CCc1ncc(C)cn1,2.0304
131254,CCc1cnc(C)cn1,0.0867
131255,CCc1ccc(N)cn1,2.7667
131256,CCc1ncc(N)cn1,3.204
131257,CCc1cnc(N)cn1,1.6137
131258,CCc1ccc(O)cn1,2.9877
131259,CCc1ncc(O)cn1,2.1903
131260,CCc1cnc(O)cn1,1.1608
131261,CNc1ccc(C)cc1,1.5077
131262,CNc1ccc(N)cc1,0.5162
131263,CNc1ccc(O)cc1,1.87
131264,CNc1ccc(C)nc1,2.9657
131265,CNc1cnc(C)cn1,1.891
131266,CNc1cnc(C)nc1,3.5459
131267,CNc1ccc(N)nc1,1.9867
131268,CNc1cnc(N)cn1,1.622
131269,CNc1cnc(N)nc1,2.4352
131270,CNc1ccc(O)nc1,2.6913
131271,CNc1cnc(O)cn1,2.2138
131272,CNc1cnc(O)nc1,3.9513
131273,CNc1ccc(C)cn1,1.7002
131274,CNc1ncc(C)cn1,0.2245
131275,CNc1cnc(C)cn1,1.8905
131276,CNc1ccc(N)cn1,1.4803
131277,CNc1ncc(N)cn1,1.3268
131278,CNc1cnc(N)cn1,1.622
131279,CNc1ccc(O)cn1,2.809
131280,CNc1ncc(O)cn1,1.226
131281,CNc1cnc(O)cn1,2.2138
131282,COc1ccc(C)cc1,1.0781
131283,COc1ccc(N)cc1,1.6376
131284,COc1ccc(O)cc1,2.3138
131285,COc1ccc(C)nc1,1.3418
131286,COc1cnc(C)cn1,1.2858
131287,COc1cnc(C)nc1,2.6088
131288,COc1ccc(N)nc1,1.0836
131289,COc1cnc(N)cn1,1.7322
131290,COc1cnc(N)nc1,1.5956
131291,COc1ccc(O)nc1,1.6619
131292,COc1cnc(O)cn1,0.5599
131293,COc1cnc(O)nc1,3.6591
131294,COc1ccc(C)cn1,0.9309
